question_id,display_id,stem_markdown_preview,curriculum_theme_model,knowledge_unit_model,skill_tags_model,primary_knowledge_model,primary_confidence,runner_up_primary,classification_margin,tag_evidence,primary_knowledge_teacher,secondary_knowledge_model,difficulty_model,difficulty_teacher,difficulty_basis,ability_tags_model,teaching_tag_model,error_prone_points_model,review_status,review_notes
exam_e34ad4ed1933_q002,EXAM-E34AD4ED1933-Q002,### 2. 设函数 $f(x) = \frac{1}{x^2} + 1$ ，则 $\lim_{\Delta x \to 0} \frac{f(1 - 3\De,T7导数,U7.1 导数概念与几何意义（切线）,平均变化率；瞬时变化率；导数定义,导数与微分·导数定义·平均变化率与瞬时变化率,0.912,导数与微分·求导运算·基本函数求导,1.0,导数极限；增量 Δx,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_e34ad4ed1933_q003,EXAM-E34AD4ED1933-Q003,### 3. 直线 $x + y - 1 = 0$ 是曲线 $y = \ln x - 2x + a$ 的一条切线，则 $a = (\quad)$ A. -2 B,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.821,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,切线,,,3,,model_estimated,数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_e34ad4ed1933_q004,EXAM-E34AD4ED1933-Q004,### 4. 已知函数 $f(x) = x(x - a)^2$ 在 $x = 1$ 处取得极大值，则 $a = (\quad)$ A. 3或1 B. 3 C. ,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.832,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,极大/极小值,,,3,,model_estimated,分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_e34ad4ed1933_q005,EXAM-E34AD4ED1933-Q005,"### 5. 若 $f(x)$ 是定义在区间 $(-3,2)$ 上的函数，其图象如图所示，设 $f(x)$ 的导函数为 $f'(x)$ ，则 $\frac{f'",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.923,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,求导；导数符号,,,3,,model_estimated,数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_e34ad4ed1933_q006,EXAM-E34AD4ED1933-Q006,"### 6. 若函数 $f(x) = \frac{1}{2} x + \cos x$ 在 $x \in [0, a]$ 上存在唯一的极大值点，则实数 $a$ 的",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.792,函数综合·函数性质·奇偶性与周期性,0.778,极大/极小值,,,3,,model_estimated,逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_e34ad4ed1933_q007,EXAM-E34AD4ED1933-Q007,"### 7. 若函数 $f(x) = -x^2 + ax + 4\ln x$ 在(1,2)上有最大值，则实数 $a$ 的取值范围为（） A. $(-2, +\i",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.832,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,最大/最小值,,,3,,model_estimated,分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_e34ad4ed1933_q008,EXAM-E34AD4ED1933-Q008,"### 8. 已知 $a = \frac{\ln 4}{4}, b = \frac{1}{\mathrm{e}}, c = \frac{2}{3} \ln \f",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.755,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,默认求导运算,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_e34ad4ed1933_q009,EXAM-E34AD4ED1933-Q009,### 9. 已知函数 $f(x) = \mathrm{e}^{x} - \mathrm{e}^{-x} - 2\cos x$ ，则（） A. $f(0) = ,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.713,导数应用·不等式证明·构造函数证明,0.2,导数符号与单调；解析包含导数方法,,,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_e34ad4ed1933_q010,EXAM-E34AD4ED1933-Q010,"### 10. 已知 $a \in \mathbf{R}$ ，函数 $f(x) = ax^3 + 2x + 1$ 有两个极值点 $x_1, x_2$ ，则（） ",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.796,导数应用·极值与最值·求极值,0.05,切线方程；切线,,T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_e34ad4ed1933_q011,EXAM-E34AD4ED1933-Q011,"### 11. 对于函数 $f(x) = \frac{x}{\ln x}$ ，下列说法正确的是（） A. $f(x)$ 在 $(0, e)$ 上单调递减，在 $",T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.819,导数应用·单调性·判断单调区间,0.106,函数零点；函数零点；解析包含导数方法,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_e34ad4ed1933_q012,EXAM-E34AD4ED1933-Q012,"### 12. 已知函数 $f(x)$ , $g(x)$ 满足: $f(x) + x^{2}g(x) = e^{x} - x$ ，且 $f(1) = 1$ ，则",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.81,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_e34ad4ed1933_q013,EXAM-E34AD4ED1933-Q013,"### 13. 已知函数 $f(x) = (a - x)\ln x + x - 1$ ，若 $\forall x_1, x_2 \in (0, +\infty)",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.714,导数应用·极值与最值·求最值,0.0,极大/极小值；解析包含导数方法,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_e34ad4ed1933_q014,EXAM-E34AD4ED1933-Q014,### 14. 已知函数 $f(x) = x^{3} + x - \sin x$ ，则关于 t 的不等式 $f(t^{2} - t) + f(-t) < f(0,T2函数,U2.1 函数概念与性质（单调/奇偶/周期）,函数奇偶性；函数周期性；函数对称性,函数综合·函数性质·奇偶性与周期性,0.8,导数与微分·求导运算·基本函数求导,0.186,函数奇偶性；三角函数性质；三角函数性质,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_e34ad4ed1933_q015,EXAM-E34AD4ED1933-Q015,"### 15. 已知函数 $f(x) = a^2 x^2 - 3ax \ln x, a > 0$ (1)当 $a = 1$ 时，求曲线 $y = f(x)$ 在",T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.812,导数与微分·切线方程·求切线,0.065,零点个数；零点个数；函数零点；函数零点；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_e34ad4ed1933_q016,EXAM-E34AD4ED1933-Q016,"### 16. 已知函数 $f(x) = \mathrm{e}^{x}, g(x) = \frac{a}{x}, h(x) = f(x) - g(x), a \",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.924,导数应用·极值与最值·求极值,0.69,切线方程；切线方程；切线；切线,,T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_58879b65c6e5_q001,EXAM-58879B65C6E5-Q001,### 1. 下列求导结果正确的是（） A. $(\sin3)'=\cos3$ B. $(\cos x)'=\sin x$ C. $\left(\frac{\m,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.9,函数综合·函数性质·奇偶性与周期性,0.875,求导；导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_58879b65c6e5_q002,EXAM-58879B65C6E5-Q002,"### 2. 某地的中学生中有 $60 \%$ 的同学爱好滑冰, $50 \%$ 的同学爱好滑雪, $70 \%$ 的同学爱好滑冰或爱好滑雪.在该地的中学生中随",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.81,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,概率,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_58879b65c6e5_q003,EXAM-58879B65C6E5-Q003,### 3. 当 $x = 1$ 时，函数 $f(x) = a\ln x + \frac{b}{x}$ 取得最大值-2，则 $f^{\prime}(2) = (,T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.774,导数与微分·求导运算·基本函数求导,0.417,最大/最小值；解析包含导数方法,,,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_58879b65c6e5_q004,EXAM-58879B65C6E5-Q004,### 4. 已知函数 $f(x)$ 的定义域为 $\mathbf{R}$ ，且 $f(x)$ 的图象是一条连续不断的曲线， $f(x)$ 的导函数为 $f'(,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.849,导数与微分·求导运算·基本函数求导,0.273,极值点；函数极值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_58879b65c6e5_q005,EXAM-58879B65C6E5-Q005,"### 5. 若经过点 $(0, -2)$ 的直线 l 与曲线 $y = \ln x$ 相切，也与曲线 $y = e^{x} - a (a \in \mathb",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.948,导数与微分·求导运算·基本函数求导,0.824,切线方程；相切/切点；相切/切点；切线；斜率,,,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_58879b65c6e5_q006,EXAM-58879B65C6E5-Q006,### 6. 定义在 $\mathbf{R}$ 上的函数 $f(x)$ 的导函数为 $f'(x)$ ，若对任意实数 $x$ ，有 $f(x) > f'(x)$ ,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.898,函数综合·函数性质·奇偶性与周期性,0.543,求导；导数符号；导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_58879b65c6e5_q007,EXAM-58879B65C6E5-Q007,### 7. 设 $a \neq 0$ ，若 $a$ 为函数 $f(x) = a(x - a)^2(x - b)$ 的极大值点，则（） A. $a < b$ B,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.94,导数应用·零点问题·函数零点个数,0.777,极值点；极大/极小值；极大/极小值；函数极值,,,3,,model_estimated,数形结合；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_58879b65c6e5_q008,EXAM-58879B65C6E5-Q008,### 8. 已知函数 $f(x) = \mathrm{e}^x - \mathrm{e}^{-x} - \sin 2x$ ，若对 $\forall x \in,T2函数,U2.1 函数概念与性质（单调/奇偶/周期）,函数奇偶性；函数周期性；函数对称性,函数综合·函数性质·奇偶性与周期性,0.829,导数应用·单调性·判断单调区间,0.348,函数奇偶性；三角函数性质；三角函数性质,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_58879b65c6e5_q009,EXAM-58879B65C6E5-Q009,"### 9. 已知 $\overline{A}$ , $\overline{B}$ 分别为随机事件 $A$ , $B$ 的对立事件, 若 $P(A) = \fr",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.788,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_58879b65c6e5_q010,EXAM-58879B65C6E5-Q010,### 10. 若将一边长为4的正方形铁片的四角截去四个边长均为x的小正方形，然后做成一个无盖的方盒，则下列说法正确的是（） A. 当 $x=\frac{2}{,T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.891,立体几何·空间几何体·体积建模,0.504,最大/最小值；最大/最小值；几何建模采用最值方法；解析包含导数方法,,T5立体几何·U5.1 空间几何体与三视图·空间几何体体积；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合；建模应用,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_58879b65c6e5_q011,EXAM-58879B65C6E5-Q011,"### 11. 设函数 $f(x) = m\ln x - x$ , $g(x) = -\frac{1}{3}x^3 + x + a$ ，则下列结论正确的是（） ",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.913,导数应用·零点问题·函数零点个数,0.627,极值点；极值点；极大/极小值；函数极值；函数极值；解析包含导数方法,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_58879b65c6e5_q012,EXAM-58879B65C6E5-Q012,"### 12. 湘绣, 是中国优秀的民族传统工艺之一, 有着两千多年的历史. 湘绣的制作工艺繁杂, 只有设计图案通过后才能进行刺绣. 某绣坊准备制作 $A, B",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.887,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,概率；P(·),,,3,,model_estimated,数形结合,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_58879b65c6e5_q013,EXAM-58879B65C6E5-Q013,"### 13. 已知函数 $f(x) = (x - a)\ln x$ 在区间[1,2]上存在单调递减区间，则 $a$ 的取值范围为 \_\_\_\_.",T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.878,导数与微分·求导运算·基本函数求导,0.554,导数符号与单调；导数符号与单调；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_58879b65c6e5_q014,EXAM-58879B65C6E5-Q014,"### 14. 已知函数 $f(x)=\left\{\begin{aligned}-x^{2}-2x,x&\leq0\\ \ln x,x&>0\end{alig",T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.828,函数综合·函数性质·奇偶性与周期性,0.398,函数零点；函数零点,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_58879b65c6e5_q015,EXAM-58879B65C6E5-Q015,### 15. 已知函数 $f(x) = \frac{x^2}{2} - a\ln x - (a - 1)x - \frac{a}{2}$ . (1)当a=-1,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.886,导数应用·极值与最值·求极值,0.48,切线方程；切线方程；切线；切线,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_58879b65c6e5_q016,EXAM-58879B65C6E5-Q016,"### 16. 已知函数 $g(x)=\mathrm{e}^{x}-2a(x-1)$ ，e 为自然对数的底数. (1)若函数 $g(x)$ 在 $(1,+\in",T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.892,导数应用·单调性·判断单调区间,0.51,函数零点；函数零点；解析包含导数方法,,,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_b01a97c7a11b_q001,EXAM-B01A97C7A11B-Q001,### 1. 已知离散型随机变量 X 的方差为 1，则 $D(2X+1)=(\quad)$ A. 2 B. $\frac{1}{2}$ C. 4 D. $\fr,T9概率统计,U9.3 离散型随机变量及其分布,分布列；数学期望；方差,概率统计·数字特征·期望与方差,0.941,概率统计·概率模型·全概率公式,0.786,方差；D(·)；题目目标包含期望或方差,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q002,EXAM-B01A97C7A11B-Q002,### 2. 设函数 $f(x) = \frac{\mathrm{e}^x}{x + a}$ . 若 $f'(1) = \frac{e}{4}$ ，则 $a =,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.81,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_b01a97c7a11b_q003,EXAM-B01A97C7A11B-Q003,"### 3. 假设 A, B 是两个事件，且 $P(A) > 0$ ， $P(B) > 0$ ，则下列结论一定正确的是() A. $P(B)=P(B|A)$ B",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.788,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q004,EXAM-B01A97C7A11B-Q004,"### 4. 现有两位游客慕名来江苏旅游,他们分别从太湖鼋头渚、苏州拙政园、镇江金山寺、中华恐龙园、南京夫子庙、扬州瘦西湖6个景点中随机选择1个景点游玩.记事件",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.788,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q005,EXAM-B01A97C7A11B-Q005,"### 5. 已知曲线 $y = ae^{x} + x\ln x$ 在点(1,ae)处的切线方程为 $y = 2x + b$ ，则（） A. $a = e, b",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.967,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,切线方程；切线,,,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_b01a97c7a11b_q006,EXAM-B01A97C7A11B-Q006,"### 6. 长时间玩手机可能影响视力, 据调查, 某学校学生中, 大约有 $\frac{1}{5}$ 的学生每天玩手机超过 $1 \mathrm{~h}$ ,",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.887,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,概率；P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q007,EXAM-B01A97C7A11B-Q007,"### 7. 函数 $f(x) = ax^3 + bx^2 + cx + d$ 的图象如图所示，则下列结论成立的是（） A. $a > 0, b < 0, c ",T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.737,导数与微分·求导运算·基本函数求导,0.271,导数符号与单调；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_b01a97c7a11b_q008,EXAM-B01A97C7A11B-Q008,### 8. 已知 $x = x_{1}$ 和 $x = x_{2}$ 分别是函数 $f(x) = 2a^{x} - \mathrm{e}x^{2}$ （ $a,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.871,导数应用·极值与最值·求极值,0.393,切线方程；相切/切点；切线；斜率,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_b01a97c7a11b_q009,EXAM-B01A97C7A11B-Q009,### 9. 已知随机事件A，B满足 $P(A)=\frac{1}{2}$ ， $P(B)=\frac{1}{3}$ ， $P(\overline{A}|B)=,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.865,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·)；P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q010,EXAM-B01A97C7A11B-Q010,### 10. 设函数 $f(x) = (x - 1)^2 (x - 4)$ ，则（） A. $x = 3$ 是 $f(x)$ 的极小值点 B. 当 $0 < ,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.891,导数应用·单调性·判断单调区间,0.506,极大/极小值；极大/极小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_b01a97c7a11b_q011,EXAM-B01A97C7A11B-Q011,### 11. 甲罐中有5个红球，2个白球和3个黑球，乙罐中有4个红球，3个白球和3个黑球.先从甲罐中随机取出一球放入乙罐，分别以 $A_{1}$ ， $A_{,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.788,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q012,EXAM-B01A97C7A11B-Q012,### 12. 已知随机变量 X 的分布列为则期望 $D(X)=$ \_\_\_\_. <table><tr><td>X</td><td>5</td><td>6,T9概率统计,U9.3 离散型随机变量及其分布,分布列；数学期望；方差,概率统计·数字特征·期望与方差,0.89,概率统计·概率模型·全概率公式,0.5,期望；D(·)；题目目标包含期望或方差,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q013,EXAM-B01A97C7A11B-Q013,### 13. 已知函数 $f(x)=2\sin x+\sin 2x$ ，则 $f(x)$ 的最小值是 \_\_\_\_.,T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.713,导数应用·单调性·判断单调区间,0.079,最大/最小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_b01a97c7a11b_q014,EXAM-B01A97C7A11B-Q014,"### 14. 设 $a \in (0,1)$ ，若函数 $f(x) = a^{x} + (1 + a)^{x}$ 在 $(0, +\infty)$ 上单调递增",T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.705,导数应用·单调性·判断单调区间,0.095,恒成立；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_b01a97c7a11b_q015,EXAM-B01A97C7A11B-Q015,"### 15. 甲、乙两个学校进行体育比赛, 比赛共设三个项目, 每个项目胜方得 10 分, 负方得 0 分, 没有平局. 三个项目比赛结束后, 总得分高的学校",T9概率统计,U9.3 离散型随机变量及其分布,分布列；数学期望；方差,概率统计·数字特征·期望与方差,0.844,概率统计·概率模型·全概率公式,0.246,期望；期望；E(·)；题目目标包含期望或方差,,,3,,model_estimated,运算求解；逻辑推理,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_b01a97c7a11b_q016,EXAM-B01A97C7A11B-Q016,### 16. 设函数 $f(x)=\ln(a-x)$ ，已知 x=0 是函数 $y=xf(x)$ 的极值点. (1) 求 a; （2）设函数 $g(x)=\f,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.86,概率统计·数字特征·期望与方差,0.331,极值点；极值点；函数极值；函数极值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_982ba095d8f8_q001,EXAM-982BA095D8F8-Q001,### 1. 一批零件共有10个，其中有4个不合格。从这批零件中随机抽取3个零件进行检测，恰好有1件不合格的概率是（） A. $\frac{C_4^2C_6^1,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.98,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,概率；概率；计数/分布模型,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_982ba095d8f8_q002,EXAM-982BA095D8F8-Q002,### 2. 随机变量 $X$ 的分布列为: <table><tr><td>X</td><td>1</td><td>2</td><td>3</td></tr><,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.98,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,分布列；随机变量；P(·)；P(·),,,3,,model_estimated,运算求解；分类讨论,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
