question_id,stem_markdown_preview,primary_knowledge_model,primary_knowledge_teacher,secondary_knowledge_model,difficulty_model,difficulty_teacher,difficulty_basis,ability_tags_model,teaching_tag_model,error_prone_points_model,review_status,review_notes
szzx2024g2week7_q009,9．已知$A$，$B$分别为随机事件A，B的对立事件，若$P(A)=(1)/(6)$，$P(B)=(1)/(2)$，$P(A|B)=(1)/(3)$，则下列选项,概率统计·概率模型·全概率公式,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week7_q010,10．若将一边长为$4$的正方形铁片的四角截去四个边长均为$x$的小正方形，然后做成一个无盖的方盒，则下列说法正确的是（ ） A．当$x=(2)/(3)$时，方,导数应用·极值与最值·求最值,,立体几何·空间几何体·体积建模；导数应用·单调性·判断单调区间,3,,model_estimated,运算求解；数形结合；建模应用,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
szzx2024g2week7_q011,11．设函数 $f(x)=mlnx-x，g(x)=-(1)/(3)x^3+x+a$，则下列结论正确的是（ ） A．当$m=1$时，$f(x)$在点$(1，f(1,导数与微分·切线方程·求切线,,导数应用·单调性·判断单调区间；导数应用·极值与最值·求最值,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx2024g2week7_q012,"12．湘绣，是中国优秀的民族传统工艺之一，有着两千多年的历史. 湘绣的制作工艺繁杂，只有设计图案通过后才能进行刺绣. 某绣坊准备制作$A,B,C$三幅不同的湘绣",概率统计·概率模型·全概率公式,,,3,,model_estimated,数形结合,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week7_q013,"13．已知函数$f(x)=(x-a)lnx$在区间$[1,2]$上存在单调递减区间，则a的取值范围为______.",导数应用·单调性·判断单调区间,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
szzx2024g2week7_q014,"14．已知函数$f(x)={-x^2-2x,x≤0lnx,x>0$，函数$g(x)=f(x)-a$有三个零点$x_1,x_2,x_3$，则$x_1⋅x_2⋅x_",导数应用·零点问题·函数零点个数,,导数应用·单调性·判断单调区间,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
szzx2024g2week7_q015,"15．已知函数$f(x)=(x^2)/(2)-alnx-(a-1)x-(a)/(2)$. (1)当$a=-1$时，求曲线$y=f(x)$在点$(1,f(1))$",导数与微分·切线方程·求切线,,导数与微分·求导运算·基本函数求导；导数应用·单调性·判断单调区间；导数应用·极值与最值·求最值,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx2024g2week7_q016,"16．已知函数$g(x)=e^x-2a(x-1)$，e为自然对数的底数. (1)若函数$g(x)$在$(1,+∞)$上有零点，求$a$的取值范围； (2)当$a",导数应用·零点问题·函数零点个数,,,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
szzx2024g2week9_q001,1．一批零件共有$10$个，其中有$4$个不合格. 从这批零件中随机抽取$3$个零件进行检测，恰好有$1$件不合格的概率是（ ） A．$(C_4^2C_6^1),概率统计·概率模型·全概率公式,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q002,2．随机变量X的分布列为： 则$P(X≥2)=$（ ） A．$(1)/(2)$ B．$(7)/(12)$ C．$(2)/(3)$ D．$(5)/(6)$,概率统计·概率模型·全概率公式,,,3,,model_estimated,运算求解；分类讨论,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q003,3．函数$f(x)=x^3-3x^2$的所有极值的和为（ ） A．-4 B．-2 C．0 D．2,导数应用·极值与最值·求极值,,导数与微分·求导运算·基本函数求导；导数应用·单调性·判断单调区间,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
szzx2024g2week9_q004,4．某学校组织中国象棋比赛，甲、乙两名同学进入决赛．决赛采取3局2胜制，假设每局比赛中甲获胜的概率均为$(2)/(3)$，且各局比赛的结果相互独立．则在甲获胜的,概率统计·概率模型·全概率公式,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q005,[image:rId6]5．如图所示，已知一质点在外力的作用下，从原点$O$出发，每次向左移动的概率为$(2)/(3)$，向右移动的概率为$(1)/(3)$．若,概率统计·概率模型·全概率公式,,,3,,model_estimated,数形结合,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q006,"6．对于任意的$x∈(0,(1)/(3)]$, 不等式$8^x≤(3)/(2)+log_ax$（$a>0$且$a≠1$）恒成立，则实数$a$的取值范围是（ ） ",导数应用·单调性·判断单调区间,,,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
szzx2024g2week9_q007,7．连续抛掷一枚质地均匀的硬币8次，每次正面向上得2分，反面向上得$-1$分，记总得分为X，则（ ） A．$E(X)=8$ B．$E(X)=12$ C．$D(X,概率统计·概率模型·全概率公式,,概率统计·数字特征·期望与方差,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q008,8．设定义在$R$上的可导函数$f(x)$满足$(f^'(x))/(2x-3)>0$，且$f(x+(3)/(2))$是偶函数．若$a=f(0.2^3)$，$b=,导数应用·单调性·判断单调区间,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
szzx2024g2week9_q009,9．已知3张奖券中只有1张会中奖，甲､乙2名同学依次先后随机抽取1张奖券.记事件$A$为“甲中奖”，事件$B$为“乙中奖”，则下列说法正确的有（ ） A．若抽取,概率统计·概率模型·全概率公式,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q010,"10．已知$f(x)$是定义在$(-∞,0)∪(0,+∞)$上的偶函数, 且当$x>0$时,$f(x)=(x-1)lnx$，则（ ） A．$f(1)=0$ B．",导数应用·单调性·判断单调区间,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
szzx2024g2week9_q011,11．已知函数$f(x)=x^2(3-x)-t$（$t∈R$）有三个不同零点$a$，$b$，$c$，其中$a<b<c$，则（ ） A．$t$的取值范围为$(-4,导数应用·零点问题·函数零点个数,,导数应用·单调性·判断单调区间,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
szzx2024g2week9_q012,"12．已知函数$f(x)={e^x,x≤0xln x,x>0$，若$f(a)=e$，则实数$a=$_________．",导数应用·零点问题·函数零点个数,,导数与微分·求导运算·基本函数求导；导数应用·单调性·判断单调区间,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
szzx2024g2week9_q013,13．已知一个不透明的袋子里装有除颜色外没有其他差异的2个白球和4个黑球，现操作如下：从袋子中随机取出一个球，若取出的是白球，则放进一个黑球，白球不放回；若取出,概率统计·概率模型·全概率公式,,概率统计·数字特征·期望与方差,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q014,14．绝大多数比赛都采用“$(2n-1)$局$n$胜制”的规则，但也有一些项目，比如冰壶运动，其整个比赛通常是进行偶数局. 现有甲、乙两名同学进行一项趣味项目的,概率统计·概率模型·全概率公式,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q015,15．某智能系统用于处理判断题（答案只有“对”和“错”），系统内设有两个独立的预测模型，分别记为模型甲和模型乙.系统的答案输出规则如下：系统首先同时向模型甲与模,概率统计·概率模型·全概率公式,,导数应用·极值与最值·求最值,3,,model_estimated,运算求解；逻辑推理,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx2024g2week9_q016,"16．已知函数$f(x)=ae^x,g(x)=lnx+b(a,b∈R)$. （1）当$b=1$时，$f(x)≥g(x)$恒成立，求实数$a$的取值范围； （2）",导数与微分·导数定义·平均变化率与瞬时变化率,,导数与微分·求导运算·基本函数求导；导数应用·单调性·判断单调区间；函数综合·函数构造·构造函数证不等式,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q001,"[image:rId8]1．一辆汽车在笔直的公路上行驶，位移关于时间的函数图象如图所示，给出下列四个结论： ①汽车在$[0,t_1]$时间段内每一时刻的瞬时速度",导数与微分·求导运算·基本函数求导,,,3,,model_estimated,数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q002,"2．函数$f(x)=x^2-x$在区间$[1,3]$上的平均变化率为（ ） A．6 B．3 C．2 D．1",导数与微分·导数定义·平均变化率与瞬时变化率,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q003,3．若函数$f(x)$的导函数$f^'(x)$存在，且$limΔx→0(f(1-Δx)-f(1))/(2Δx)=4$，则$f^'(1)=$（ ） A．$-2$ ,导数与微分·导数定义·平均变化率与瞬时变化率,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解；逻辑推理,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q004,4．函数$f(x)$的导函数$f^'(x)$，满足关系式$f(x)=x^2+2xf^'(2)-lnx$，则$f^'(2)$的值为（ ） A．$-(7)/(2)$,导数与微分·求导运算·基本函数求导,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q005,"5．点$P$在曲线$y=x^3-x+(2)/(3)$上，设曲线在点$P$处切线的倾斜角为$α$，则角$α$的取值范围是（ ） A．$[0,(π)/(2))$ B",导数与微分·切线方程·求切线,,,3,,model_estimated,数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx_2024_g2_week1_q006,6．若点$P$是曲线$y=lnx-x^2$上任意一点，则点$P$到直线$l:x+y-4=0$距离的最小值为（ ） A．$(sqrt(2))/(2)$ B．$sq,概率统计·概率模型·全概率公式,,导数应用·极值与最值·求最值,3,,model_estimated,数形结合,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx_2024_g2_week1_q007,7．函数$y=f(x)$的导数$y=f^'(x)$仍是x的函数，通常把导函数$y=f^'(x)$的导数叫做函数的二阶导数，记作$y=f^″(x)$，类似地，二阶,函数综合·函数性质·奇偶性与周期性,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q008,8．已知直线$y=kx+b$既是曲线$y=lnx$的切线，也是曲线$y=-ln(-x)$的切线，则（ ） A．$k=(1)/(e)$，$b=0$ B．$k=1$,导数与微分·切线方程·求切线,,,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx_2024_g2_week1_q009,9．下列求导运算正确的是（ ） A． $(ln7)^'=(1)/(7)$ B．$[(x^2+2)sinx]^'=2xsinx+(x^2+2)cosx$ C．$(,函数综合·函数性质·奇偶性与周期性,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q010,"10．已知定义在$R$上的偶函数$f(x)$满足$f(0)=2,f(3-x)+f(x)=1$，设$f(x)$在$R$上的导函数为$g(x)$，则（ ） A．$g",函数综合·函数性质·奇偶性与周期性,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q011,"11．已知定义在R上的函数$f(x),g(x)$的导函数分别为$f^'(x),g^'(x)$，且$f(x)=f(4-x)$，$f(1+x)-g(x)=4,f^'",函数综合·函数性质·奇偶性与周期性,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解；数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q012,"12．写出一个同时具有下列性质①②③的函数$f(x):$_______． ①$f(x_1x_2)=f(x_1)f(x_2)$；②当$x∈(0,+∞)$时，$f^",导数与微分·求导运算·基本函数求导,,,3,,model_estimated,运算求解；逻辑推理,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q013,13．若曲线$y=(x+a)e^x$有两条过坐标原点的切线，则a的取值范围是______________．,导数与微分·切线方程·求切线,,,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx_2024_g2_week1_q014,"14．已知函数$f(x)=|e^x-1|,x_1<0,x_2>0$，函数$f(x)$的图象在点$A(x_1,f(x_1))$和点$B(x_2,f(x_2))$的",导数与微分·切线方程·求切线,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx_2024_g2_week1_q015,15．求下列函数的导数： (1)$y=e^-x(x+1)^2$； (2)$y=cos(3x-1)-ln(-2x+1)$； (3)$y=sin2x+cos^2x$,函数综合·函数性质·奇偶性与周期性,,导数与微分·求导运算·基本函数求导,3,,model_estimated,运算求解；逻辑推理,综合提升,基本公式记忆不牢；代数化简错误,待审核,
szzx_2024_g2_week1_q016,16．已知函数$F(x)=e^x-1+(1)/(3)x$，$G(x)=-x+msinx(m≠0)$. (1)求函数$F(x)$图象在$x=1$处的切线方程． (,导数与微分·切线方程·求切线,,,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx_2025_2026_g2_midterm_q001,1．若$limΔx→0(f(2+Δx)-f(2))/(Δx)=6$，则$f^'(2)=$（ ） A．$(3)/(2)$ B．6 C．3 D．-3,导数与微分·导数定义·平均变化率与瞬时变化率,,导数与微分·求导运算·基本函数求导,1,,score_rate 100.0%,运算求解,基础巩固,基本公式记忆不牢；代数化简错误,待审核,
szzx_2025_2026_g2_midterm_q002,"2.函数$y=f(x)$在区间$(a,b)$内有定义且可导，$x_0∈(a,b)$，则$f'(x_0)=0$是函数$y=f(x)$在$x_0$处取极值的（ ） ",导数应用·极值与最值·求极值,,,2,,score_rate 88.2%,逻辑推理；分类讨论,基础巩固,导数符号判断错误；忽略定义域或端点,待审核,
szzx_2025_2026_g2_midterm_q003,"3. 函数$f(x)=(4x^2-7)/(2-x)$($x∈[0,1]$)的最小值为（ ） A．-$6$ B．-5 C．-4 D．-3",导数应用·极值与最值·求最值,,,2,,score_rate 86.3%,运算求解,基础巩固,导数符号判断错误；忽略定义域或端点,待审核,
szzx_2025_2026_g2_midterm_q004,"4．若$f(x)=-(1)/(2)x^2+bln(x+2) 在(-1,+∞)$上是减函数，则$b$的取值范围是（ ） A.$[-1,+∞)$ B.$(1,+∞)",导数应用·单调性·判断单调区间,,,1,,score_rate 94.1%,分类讨论,基础巩固,导数符号判断错误；忽略定义域或端点,待审核,
szzx_2025_2026_g2_midterm_q005,"5．设$f_0(x)=sinx,f_1(x)=f_0^'(x),f_2(x)=f_1^'(x),$…，$f_n+1(x)=f_n^'(x),n∈N$，则$f_6",函数综合·函数性质·奇偶性与周期性,,,1,,score_rate 98.0%,运算求解,基础巩固,基本公式记忆不牢；代数化简错误,待审核,
szzx_2025_2026_g2_midterm_q006,6. 甲袋中有3个白球和2个红球，乙袋中有2个白球和4个红球，丙袋中有4个白球和4个红球．假设这些球除了颜色之外大小形状均相同．先随机取一只袋，再从该袋中随机取,概率统计·概率模型·全概率公式,,,1,,score_rate 100.0%,建模应用,基础巩固,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx_2025_2026_g2_midterm_q007,"7.已知三次函数$f(x)=x^3+ax^2+bx+ab(a,b∈R)$在$x=1$处取得极值$-8$，则$a+b=$（ ） A．-4 B．-2 C．0 D．-",导数应用·极值与最值·求极值,,,2,,score_rate 88.2%,分类讨论,基础巩固,导数符号判断错误；忽略定义域或端点,待审核,
szzx_2025_2026_g2_midterm_q008,"8.已知函数$f(x)$满足$f(x)=f(π-x)$, 且当$x∈(-(π)/(2),(π)/(2))$时, $f(x)=x+sinx$． 设$a=f(1),",函数综合·函数性质·奇偶性与周期性,,,2,,score_rate 82.4%,分类讨论,基础巩固,基本公式记忆不牢；代数化简错误,待审核,
szzx_2025_2026_g2_midterm_q009,"9．如图是$y=f(x)$的导数$y=f^'(x)$的图象，则下面判断正确的是（ ） [image:rId7] A．在$(-3,1)$内$f(x)$是增函数 B",导数应用·单调性·判断单调区间,,导数与微分·求导运算·基本函数求导,1,,score_rate 96.1%,运算求解；数形结合,基础巩固,导数符号判断错误；忽略定义域或端点,待审核,
szzx_2025_2026_g2_midterm_q010,"10．已知函数$f(x)=ln(cosx)-|x|$，则（ ） A．$f(x)$的定义域为${x|-(π)/(2)+2kπ<x<(π)/(2)+2kπ,k∈Z}",导数应用·零点问题·函数零点个数,,导数应用·单调性·判断单调区间,2,,score_rate 83.7%,运算求解,基础巩固,极值与零点关系判断错误；参数范围漏讨论,待审核,
szzx_2025_2026_g2_midterm_q011,11．已知函数$f(x)=lnx-ax$有两个零点$x_1$和$x_2$，且$x_1<x_2$，则下列说法正确的是（ ） A．$f(x)$有极大值点 B．$0<,导数应用·零点问题·函数零点个数,,,3,,score_rate 69.3%,分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
szzx_2025_2026_g2_midterm_q012,12．袋中有除颜色外完全相同的5个球，其中3个红球和2个白球．现从袋中不放回地连续取两个．已知第一次取得红球，则第二次取得白球的概率为________．,概率统计·概率模型·全概率公式,,,1,,score_rate 98.0%,运算求解,基础巩固,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx_2025_2026_g2_midterm_q013,13．若曲线$y=ax^2$与$y=lnx$有一条斜率为2的公切线，则$a=$___________.,导数与微分·切线方程·求切线,,,3,,score_rate 58.8%,数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx_2025_2026_g2_midterm_q014,14．如图，一块边长为6cm的正方形铁片上有四块全等的阴影部分.将这些阴影部分裁下来，然后用余下的四个全等的等腰三角形拼凑成一个正四棱锥形容器（不考虑铁片的损耗,导数应用·极值与最值·求最值,,立体几何·空间几何体·体积建模,3,,score_rate 52.9%,数形结合；建模应用,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
szzx_2025_2026_g2_midterm_q015,15．已知随机变量X，Y满足$Y=2X+3$，X的分布列如下表： (1)求$Y$的分布列； (2)求$Y$的期望和方差.,概率统计·数字特征·期望与方差,,,1,,score_rate 95.9%,运算求解；逻辑推理,基础巩固,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx_2025_2026_g2_midterm_q016,"16．已知函数$f(x)=(1)/(2)x^2-2x-3lnx$. (1)求$f(x)$在$x=1$处的切线方程； (2)当$x∈[(1)/(2),4]$，求$",导数与微分·切线方程·求切线,,导数与微分·求导运算·基本函数求导；导数应用·单调性·判断单调区间；导数应用·极值与最值·求最值,1,,score_rate 93.2%,运算求解；逻辑推理；数形结合,基础巩固,切点坐标代入错误；导数值与斜率对应错误,待审核,
szzx_2025_2026_g2_midterm_q017,17．已知函数$f(x)=x^3-3mx+m^2(m>0)$. (1)求$f(x)$的单调区间； (2)若$f(x)$有三个零点，求$m$的取值范围.,导数应用·零点问题·函数零点个数,,导数与微分·求导运算·基本函数求导；导数应用·单调性·判断单调区间,2,,score_rate 83.9%,运算求解；逻辑推理；分类讨论,基础巩固,极值与零点关系判断错误；参数范围漏讨论,待审核,
szzx_2025_2026_g2_midterm_q018,"18．根据社会人口学研究发现，一个家庭有$X$个孩子的概率模型为： （其中$a>0,0<p<1$） 每个孩子的性别是男孩还是女孩的概率均为$(1)/(2)$，且",概率统计·概率模型·全概率公式,,导数应用·单调性·判断单调区间；导数应用·极值与最值·求最值；概率统计·数字特征·期望与方差,3,,score_rate 56.7%,运算求解；逻辑推理；分类讨论,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
szzx_2025_2026_g2_midterm_q019,19.已知函数$f(x)=e^x(sinx-cosx)-ax$. (1)当$0<a<sqrt(2)e^(3π)/(4)$时，证明：$f(x)$在$((2n+(3,导数应用·零点问题·函数零点个数,,导数与微分·求导运算·基本函数求导；导数应用·单调性·判断单调区间；函数综合·函数构造·构造函数证不等式,5,,score_rate 19.6%,运算求解；逻辑推理；分类讨论,竞赛拓展,极值与零点关系判断错误；参数范围漏讨论,待审核,
